,Position,Track Name,Artist,Streams,URL,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
163,164,Wonder,Shawn Mendes,170877,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb,0.131,https://api.spotify.com/v1/audio-analysis/5KCbr5ndeby4y4ggthdiAb,0.333,172693,0.637,5KCbr5ndeby4y4ggthdiAb,1.8e-05,1,0.149,-4.904,0,0.0581,139.898,4,https://api.spotify.com/v1/tracks/5KCbr5ndeby4y4ggthdiAb,audio_features,spotify:track:5KCbr5ndeby4y4ggthdiAb,0.132
164,165,Boom Boom Boom,NiziU,168805,https://open.spotify.com/track/5SvmqYmtWdOffFcYg21IhJ,0.0197,https://api.spotify.com/v1/audio-analysis/5SvmqYmtWdOffFcYg21IhJ,0.758,201439,0.969,5SvmqYmtWdOffFcYg21IhJ,0.144,6,0.0358,-1.84,0,0.0465,121.0,4,https://api.spotify.com/v1/tracks/5SvmqYmtWdOffFcYg21IhJ,audio_features,spotify:track:5SvmqYmtWdOffFcYg21IhJ,0.748
165,166,新宝島,Sakanaction,166733,https://open.spotify.com/track/6ODZT1FGTE2q4two05giS1,0.00118,https://api.spotify.com/v1/audio-analysis/6ODZT1FGTE2q4two05giS1,0.557,302493,0.917,6ODZT1FGTE2q4two05giS1,0.00914,7,0.419,-3.426,0,0.0757,158.0,4,https://api.spotify.com/v1/tracks/6ODZT1FGTE2q4two05giS1,audio_features,spotify:track:6ODZT1FGTE2q4two05giS1,0.653
166,167,虹の向こうへ,NiziU,166639,https://open.spotify.com/track/3jKhYB78kmpIxMHQXrDUaj,0.0331,https://api.spotify.com/v1/audio-analysis/3jKhYB78kmpIxMHQXrDUaj,0.786,196555,0.892,3jKhYB78kmpIxMHQXrDUaj,8.95e-06,6,0.09,-2.505,1,0.0944,127.996,4,https://api.spotify.com/v1/tracks/3jKhYB78kmpIxMHQXrDUaj,audio_features,spotify:track:3jKhYB78kmpIxMHQXrDUaj,0.647
167,168,シュガーソングとビターステップ,UNISON SQUARE GARDEN,166218,https://open.spotify.com/track/6bfjEGSR7DyC8MK8cp3ZCp,0.00397,https://api.spotify.com/v1/audio-analysis/6bfjEGSR7DyC8MK8cp3ZCp,0.621,253227,0.9,6bfjEGSR7DyC8MK8cp3ZCp,0.0,11,0.0787,-3.302,1,0.0605,131.971,4,https://api.spotify.com/v1/tracks/6bfjEGSR7DyC8MK8cp3ZCp,audio_features,spotify:track:6bfjEGSR7DyC8MK8cp3ZCp,0.817
168,169,Kabutomushi,aiko,166063,https://open.spotify.com/track/4kRbmjHl6Ncxsmzl4cJdg4,0.111,https://api.spotify.com/v1/audio-analysis/4kRbmjHl6Ncxsmzl4cJdg4,0.5,313067,0.475,4kRbmjHl6Ncxsmzl4cJdg4,0.0,0,0.28,-4.834,0,0.0268,149.096,4,https://api.spotify.com/v1/tracks/4kRbmjHl6Ncxsmzl4cJdg4,audio_features,spotify:track:4kRbmjHl6Ncxsmzl4cJdg4,0.255
169,170,WanteD! WanteD!,Mrs. GREEN APPLE,165925,https://open.spotify.com/track/7M3TZDUNvaNBo0qtWVaZif,0.025,https://api.spotify.com/v1/audio-analysis/7M3TZDUNvaNBo0qtWVaZif,0.559,217387,0.806,7M3TZDUNvaNBo0qtWVaZif,0.0,0,0.0433,-2.461,1,0.0498,160.019,4,https://api.spotify.com/v1/tracks/7M3TZDUNvaNBo0qtWVaZif,audio_features,spotify:track:7M3TZDUNvaNBo0qtWVaZif,0.632
170,171,Gravity,BUMP OF CHICKEN,165439,https://open.spotify.com/track/15WLZS3pvNj1grj8FsI1tv,0.0238,https://api.spotify.com/v1/audio-analysis/15WLZS3pvNj1grj8FsI1tv,0.577,308454,0.61,15WLZS3pvNj1grj8FsI1tv,0.0,1,0.0773,-7.125,1,0.0371,79.996,4,https://api.spotify.com/v1/tracks/15WLZS3pvNj1grj8FsI1tv,audio_features,spotify:track:15WLZS3pvNj1grj8FsI1tv,0.762
171,172,チェリー,SPITZ,165338,https://open.spotify.com/track/1ihCiJaXRl4f6Sy4LJov5z,0.227,https://api.spotify.com/v1/audio-analysis/1ihCiJaXRl4f6Sy4LJov5z,0.646,259933,0.805,1ihCiJaXRl4f6Sy4LJov5z,1.95e-05,0,0.0901,-3.422,1,0.0292,97.201,4,https://api.spotify.com/v1/tracks/1ihCiJaXRl4f6Sy4LJov5z,audio_features,spotify:track:1ihCiJaXRl4f6Sy4LJov5z,0.748
172,173,Watermelon Sugar,Harry Styles,164571,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,0.122,https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY,0.548,174000,0.816,6UelLqGlWMcVH1E5c4H7lY,0.0,0,0.335,-4.209,1,0.0465,95.39,4,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY,audio_features,spotify:track:6UelLqGlWMcVH1E5c4H7lY,0.557
173,174,糸,Masaki Suda,164514,https://open.spotify.com/track/6PIvQFdqqyWkEZ1ZEFTuzk,0.457,https://api.spotify.com/v1/audio-analysis/6PIvQFdqqyWkEZ1ZEFTuzk,0.452,202000,0.586,6PIvQFdqqyWkEZ1ZEFTuzk,0.0,8,0.159,-4.557,1,0.0258,144.098,4,https://api.spotify.com/v1/tracks/6PIvQFdqqyWkEZ1ZEFTuzk,audio_features,spotify:track:6PIvQFdqqyWkEZ1ZEFTuzk,0.295
174,175,キセキ,GReeeeN,164024,https://open.spotify.com/track/7ztdl6cnbJgHRdMkKldkts,0.0932,https://api.spotify.com/v1/audio-analysis/7ztdl6cnbJgHRdMkKldkts,0.641,271160,0.618,7ztdl6cnbJgHRdMkKldkts,0.0,0,0.155,-4.269,1,0.0259,90.032,4,https://api.spotify.com/v1/tracks/7ztdl6cnbJgHRdMkKldkts,audio_features,spotify:track:7ztdl6cnbJgHRdMkKldkts,0.338
175,176,Heaven's Drive,(sic)boy,163725,https://open.spotify.com/track/1UkvKT8XNebn2lkkLohuPd,0.0899,https://api.spotify.com/v1/audio-analysis/1UkvKT8XNebn2lkkLohuPd,0.429,214200,0.624,1UkvKT8XNebn2lkkLohuPd,0.0,10,0.276,-5.294,1,0.0804,133.236,5,https://api.spotify.com/v1/tracks/1UkvKT8XNebn2lkkLohuPd,audio_features,spotify:track:1UkvKT8XNebn2lkkLohuPd,0.495
176,177,さよならの今日に,Aimyon,163495,https://open.spotify.com/track/1BMFlDfS1ZLTKhqBGkM6zb,0.0153,https://api.spotify.com/v1/audio-analysis/1BMFlDfS1ZLTKhqBGkM6zb,0.582,341764,0.712,1BMFlDfS1ZLTKhqBGkM6zb,0.0,1,0.0411,-3.437,1,0.0281,102.987,4,https://api.spotify.com/v1/tracks/1BMFlDfS1ZLTKhqBGkM6zb,audio_features,spotify:track:1BMFlDfS1ZLTKhqBGkM6zb,0.505
177,178,Umbrella,King Gnu,163165,https://open.spotify.com/track/3JdeDiWCJW7KFLr58GHrSQ,0.374,https://api.spotify.com/v1/audio-analysis/3JdeDiWCJW7KFLr58GHrSQ,0.709,203213,0.88,3JdeDiWCJW7KFLr58GHrSQ,0.0,10,0.0459,-4.322,1,0.0487,105.084,4,https://api.spotify.com/v1/tracks/3JdeDiWCJW7KFLr58GHrSQ,audio_features,spotify:track:3JdeDiWCJW7KFLr58GHrSQ,0.687
178,179,アイネクライネ,Kenshi Yonezu,162991,https://open.spotify.com/track/45YBVp6zMwQZRbUDcPzmMB,0.0384,https://api.spotify.com/v1/audio-analysis/45YBVp6zMwQZRbUDcPzmMB,0.471,288013,0.868,45YBVp6zMwQZRbUDcPzmMB,0.0,1,0.297,-2.291,1,0.0295,173.969,4,https://api.spotify.com/v1/tracks/45YBVp6zMwQZRbUDcPzmMB,audio_features,spotify:track:45YBVp6zMwQZRbUDcPzmMB,0.811
179,180,Hanataba No Kawari Ni Melody Wo,Shota Shimizu,162793,https://open.spotify.com/track/4jaaMznp3KPllxbmRdiIbx,0.0813,https://api.spotify.com/v1/audio-analysis/4jaaMznp3KPllxbmRdiIbx,0.422,309440,0.483,4jaaMznp3KPllxbmRdiIbx,9.77e-06,8,0.276,-5.344,1,0.0292,129.869,4,https://api.spotify.com/v1/tracks/4jaaMznp3KPllxbmRdiIbx,audio_features,spotify:track:4jaaMznp3KPllxbmRdiIbx,0.286
180,181,LOSER,Kenshi Yonezu,162435,https://open.spotify.com/track/7wa1cHqTRdjXZuqo4iigj1,0.00466,https://api.spotify.com/v1/audio-analysis/7wa1cHqTRdjXZuqo4iigj1,0.679,243813,0.931,7wa1cHqTRdjXZuqo4iigj1,0.0,1,0.0652,-3.74,0,0.0474,121.001,4,https://api.spotify.com/v1/tracks/7wa1cHqTRdjXZuqo4iigj1,audio_features,spotify:track:7wa1cHqTRdjXZuqo4iigj1,0.962
181,182,誰がその鐘を鳴らすのか?,Keyakizaka46,161934,https://open.spotify.com/track/4QhNZY9TnOQ4TFhE87nm38,0.0647,https://api.spotify.com/v1/audio-analysis/4QhNZY9TnOQ4TFhE87nm38,0.371,246467,0.803,4QhNZY9TnOQ4TFhE87nm38,0.0,2,0.111,-4.649,1,0.0805,72.69,4,https://api.spotify.com/v1/tracks/4QhNZY9TnOQ4TFhE87nm38,audio_features,spotify:track:4QhNZY9TnOQ4TFhE87nm38,0.655
182,183,Hug feat. kojikoji (Fantasy club ver.),空音,160396,https://open.spotify.com/track/5035nfb8l177pkVOPgxhc0,0.433,https://api.spotify.com/v1/audio-analysis/5035nfb8l177pkVOPgxhc0,0.785,185333,0.73,5035nfb8l177pkVOPgxhc0,0.0,9,0.149,-4.099,1,0.0731,92.023,4,https://api.spotify.com/v1/tracks/5035nfb8l177pkVOPgxhc0,audio_features,spotify:track:5035nfb8l177pkVOPgxhc0,0.529
183,184,ひまわりの約束,Motohiro Hata,160392,https://open.spotify.com/track/45jGOHwYKgsRYbAJ8DR61d,0.188,https://api.spotify.com/v1/audio-analysis/45jGOHwYKgsRYbAJ8DR61d,0.523,308147,0.445,45jGOHwYKgsRYbAJ8DR61d,0.0,10,0.18,-6.359,1,0.0329,78.957,4,https://api.spotify.com/v1/tracks/45jGOHwYKgsRYbAJ8DR61d,audio_features,spotify:track:45jGOHwYKgsRYbAJ8DR61d,0.336
184,185,I gotta go,GeG,159665,https://open.spotify.com/track/5EBsireOwbvRqFb0md9BDu,0.642,https://api.spotify.com/v1/audio-analysis/5EBsireOwbvRqFb0md9BDu,0.494,312973,0.566,5EBsireOwbvRqFb0md9BDu,0.0,3,0.342,-6.97,1,0.0308,148.01,4,https://api.spotify.com/v1/tracks/5EBsireOwbvRqFb0md9BDu,audio_features,spotify:track:5EBsireOwbvRqFb0md9BDu,0.353
185,186,アイデア,Gen Hoshino,159447,https://open.spotify.com/track/7jgqNMnqAT9FghC1uSYTFF,0.00197,https://api.spotify.com/v1/audio-analysis/7jgqNMnqAT9FghC1uSYTFF,0.478,280667,0.606,7jgqNMnqAT9FghC1uSYTFF,0.0,10,0.33,-4.158,1,0.217,174.208,4,https://api.spotify.com/v1/tracks/7jgqNMnqAT9FghC1uSYTFF,audio_features,spotify:track:7jgqNMnqAT9FghC1uSYTFF,0.638
186,187,ヒロイン,back number,158853,https://open.spotify.com/track/3hBAYbAECEix9raaTq8S3H,0.209,https://api.spotify.com/v1/audio-analysis/3hBAYbAECEix9raaTq8S3H,0.431,269787,0.598,3hBAYbAECEix9raaTq8S3H,0.0,7,0.218,-3.733,1,0.0296,76.18,4,https://api.spotify.com/v1/tracks/3hBAYbAECEix9raaTq8S3H,audio_features,spotify:track:3hBAYbAECEix9raaTq8S3H,0.356
187,188,夢の恋人,ZOOKARADERU,158503,https://open.spotify.com/track/3w5zhSbdLu7UeASMye2Pd4,0.191,https://api.spotify.com/v1/audio-analysis/3w5zhSbdLu7UeASMye2Pd4,0.698,200387,0.684,3w5zhSbdLu7UeASMye2Pd4,9.9e-06,9,0.133,-4.64,1,0.0353,122.025,4,https://api.spotify.com/v1/tracks/3w5zhSbdLu7UeASMye2Pd4,audio_features,spotify:track:3w5zhSbdLu7UeASMye2Pd4,0.557
188,189,夢花火,Novelbright,158224,https://open.spotify.com/track/4CqQqMqOQKuvAUDyTDRvtv,0.0153,https://api.spotify.com/v1/audio-analysis/4CqQqMqOQKuvAUDyTDRvtv,0.481,257667,0.619,4CqQqMqOQKuvAUDyTDRvtv,0.0,6,0.13,-4.289,1,0.0296,80.025,4,https://api.spotify.com/v1/tracks/4CqQqMqOQKuvAUDyTDRvtv,audio_features,spotify:track:4CqQqMqOQKuvAUDyTDRvtv,0.519
189,190,Koushikondou,Yuzu,157800,https://open.spotify.com/track/4LewLSh92SzKMFuiQNFbhL,0.0357,https://api.spotify.com/v1/audio-analysis/4LewLSh92SzKMFuiQNFbhL,0.802,204626,0.691,4LewLSh92SzKMFuiQNFbhL,0.0,9,0.103,-3.489,1,0.0438,128.033,4,https://api.spotify.com/v1/tracks/4LewLSh92SzKMFuiQNFbhL,audio_features,spotify:track:4LewLSh92SzKMFuiQNFbhL,0.916
190,191,FAKE LOVE,BTS,157463,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo,0.00267,https://api.spotify.com/v1/audio-analysis/3aW0ds4A4tSQDIp75FqWTo,0.557,242334,0.719,3aW0ds4A4tSQDIp75FqWTo,0.0,2,0.306,-4.515,0,0.0372,77.501,4,https://api.spotify.com/v1/tracks/3aW0ds4A4tSQDIp75FqWTo,audio_features,spotify:track:3aW0ds4A4tSQDIp75FqWTo,0.344
191,192,名前の無い歌,Yamazaru,157317,https://open.spotify.com/track/43fEF597yI17Hh9ikhqED2,0.183,https://api.spotify.com/v1/audio-analysis/43fEF597yI17Hh9ikhqED2,0.759,211292,0.841,43fEF597yI17Hh9ikhqED2,0.0,11,0.129,-3.009,1,0.0471,98.077,4,https://api.spotify.com/v1/tracks/43fEF597yI17Hh9ikhqED2,audio_features,spotify:track:43fEF597yI17Hh9ikhqED2,0.68
192,193,"GOOD VIBES ONLY feat. JP THE WAVY, EXILE SHOKICHI",SALU,157099,https://open.spotify.com/track/02qDk0sngobDvg3LUdt9Y0,0.526,https://api.spotify.com/v1/audio-analysis/02qDk0sngobDvg3LUdt9Y0,0.736,201080,0.801,02qDk0sngobDvg3LUdt9Y0,0.0,8,0.112,-5.902,1,0.225,166.169,4,https://api.spotify.com/v1/tracks/02qDk0sngobDvg3LUdt9Y0,audio_features,spotify:track:02qDk0sngobDvg3LUdt9Y0,0.923
193,194,灯火,Vaundy,156390,https://open.spotify.com/track/0YdCBegk4nNMCOeuiY5L0k,0.0418,https://api.spotify.com/v1/audio-analysis/0YdCBegk4nNMCOeuiY5L0k,0.627,178893,0.67,0YdCBegk4nNMCOeuiY5L0k,0.00213,4,0.0818,-6.619,1,0.0368,110.004,4,https://api.spotify.com/v1/tracks/0YdCBegk4nNMCOeuiY5L0k,audio_features,spotify:track:0YdCBegk4nNMCOeuiY5L0k,0.537
194,195,Time Warp,Perfume,156071,https://open.spotify.com/track/28WPVv3qFvP7YfSX8hSuEO,0.00036,https://api.spotify.com/v1/audio-analysis/28WPVv3qFvP7YfSX8hSuEO,0.521,174280,0.968,28WPVv3qFvP7YfSX8hSuEO,0.171,6,0.402,-1.661,0,0.0349,160.055,4,https://api.spotify.com/v1/tracks/28WPVv3qFvP7YfSX8hSuEO,audio_features,spotify:track:28WPVv3qFvP7YfSX8hSuEO,0.834
195,196,2002,Anne-Marie,155808,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,0.0372,https://api.spotify.com/v1/audio-analysis/2BgEsaKNfHUdlh97KmvFyo,0.697,186987,0.683,2BgEsaKNfHUdlh97KmvFyo,0.0,1,0.137,-2.881,0,0.117,96.133,4,https://api.spotify.com/v1/tracks/2BgEsaKNfHUdlh97KmvFyo,audio_features,spotify:track:2BgEsaKNfHUdlh97KmvFyo,0.603
196,197,IN THE SUMMER,ARASHI,155483,https://open.spotify.com/track/7ovHL4kRsRy03qG8E93R2k,0.0376,https://api.spotify.com/v1/audio-analysis/7ovHL4kRsRy03qG8E93R2k,0.782,288113,0.758,7ovHL4kRsRy03qG8E93R2k,0.0,0,0.0579,-5.397,1,0.0338,126.002,4,https://api.spotify.com/v1/tracks/7ovHL4kRsRy03qG8E93R2k,audio_features,spotify:track:7ovHL4kRsRy03qG8E93R2k,0.526
197,198,YES or YES,TWICE,155399,https://open.spotify.com/track/0Ll92eLIHWY5gey1ISNMPi,0.0514,https://api.spotify.com/v1/audio-analysis/0Ll92eLIHWY5gey1ISNMPi,0.702,237680,0.913,0Ll92eLIHWY5gey1ISNMPi,3.71e-06,11,0.166,-2.977,1,0.0374,137.982,4,https://api.spotify.com/v1/tracks/0Ll92eLIHWY5gey1ISNMPi,audio_features,spotify:track:0Ll92eLIHWY5gey1ISNMPi,0.735
198,199,Euphoria,BTS,155396,https://open.spotify.com/track/3p6hnejEQYXkiTO1lAzVc0,0.394,https://api.spotify.com/v1/audio-analysis/3p6hnejEQYXkiTO1lAzVc0,0.637,228615,0.799,3p6hnejEQYXkiTO1lAzVc0,0.0,2,0.0921,-4.519,1,0.0338,104.995,4,https://api.spotify.com/v1/tracks/3p6hnejEQYXkiTO1lAzVc0,audio_features,spotify:track:3p6hnejEQYXkiTO1lAzVc0,0.562
199,200,life hack,Vaundy,155298,https://open.spotify.com/track/0oYjbNIJvhu53MJGTgL1ih,0.0233,https://api.spotify.com/v1/audio-analysis/0oYjbNIJvhu53MJGTgL1ih,0.711,226444,0.655,0oYjbNIJvhu53MJGTgL1ih,0.00045,11,0.115,-5.987,0,0.047,90.98,4,https://api.spotify.com/v1/tracks/0oYjbNIJvhu53MJGTgL1ih,audio_features,spotify:track:0oYjbNIJvhu53MJGTgL1ih,0.759
